Name,Level,Other_Title
International joint conference on computer science and software engineering,Other identified publication channels,
IEEE ismar joint workshop on tracking methods and applications and trakmark,Other identified publication channels,
International conference on systems science,Other identified publication channels,
IEEE international conference on microelectronic systems education,Other identified publication channels,
International symposium on quality electronic design proceedings,Other identified publication channels,International symposium on quality electronic design;
International conference on electrical engineering,Other identified publication channels,Iranian conference on electrical engineering
The business & management review,Other identified publication channels,
IEEE tsinghua international design management symposium,Other identified publication channels,
International conference on parallel computing technologies,Other identified publication channels,
European workshop on software ecosystems,Other identified publication channels,
Conference of australian institute of computer ethics,Other identified publication channels,
Workshop on non-classical models of automata and applications,1,
History of computing conference,Other identified publication channels,
Central & Eastern European software engineering conference in Russia,Other identified publication channels,
"International conference on modeling and simulation of electric machines, converters and systems",Other identified publication channels,
Forskning om undervisning och lärande,1,
International Conference on Mixed Design of Integrated Circuits and Systems,Other identified publication channels,
IEEE international conference on ic design and technology,Other identified publication channels,
Proceedings of the IEEE International Symposium on Industrial Electronics,1,International Symposium on Industrial Electronics;
International conference on online communities and social computing,Other identified publication channels,
International conference on applied parallel and scientific computing,Other identified publication channels,
"International conference on autonomous infrastructure, management, and security",Other identified publication channels,
International conference on computer aided systems theory,Other identified publication channels,
International workshop on multiple access communications,Other identified publication channels,
International conference on analytical and stochastic modelling techniques and applications,Other identified publication channels,
International summer school “advanced course on petri nets”,Other identified publication channels,
"International conference on design, user experience and usability",Other identified publication channels,
Mexican international conference on artificial intelligence,Other identified publication channels,
Journal of aesthetics and phenomenology,1,
The theory and practice of legislation,2,
Hungarian historical review,1,
Current geriatrics reports,1,
International conference on computers helping people with special needs,Other identified publication channels,
Choros international dance journal,1,
American journal of play,1,
JFPS international journal of fluid power system,Other identified publication channels,
Journal of school choice,1,
Annales philosophici,Other identified publication channels,
Revista de antropología experimental,1,
Cambridge Journal of China Studies,Other identified publication channels,
European journal of futures research,1,
Bildhaan,1,
Archaeological textiles review,1,
Innovation and development,1,
"International journal of art, culture and design technologies",1,
Proceedings : International Computer Software & Applications Conference,1,IEEE Annual Computer Software and Applications Conference;
Ratio.ru,Other identified publication channels,Рацио.ru;
Literacy Education and Second Language Learning for Adults,1,Proceedings of the Low-Educated Adult Second Language and Literacy Acquisition Symposium;Adult Second Language and Literacy Acquisition Symposium;
Journal for critical animal studies,Other identified publication channels,
Cambridge journal of postcolonial literary inquiry,1,
Études Littéraires Africaines,Other identified publication channels,
Annual Meeting of the Decision Sciences Institute Proceedings,1,Decision Sciences Institute Annual Meeting;
"Language, cognition and neuroscience",1,
Proceedings of the International Conference on Numerical Simulation of Optoelectronic Devices,Other identified publication channels,International Conference on Numerical Simulation of Optoelectronic Devices;
International Journal of Complexity in Leadership and Management,1,
Synergies pays Scandinaves,1,
Academica turistica,Other identified publication channels,
Acta Geoturistica,1,
Advances in hospitality and tourism research,Other identified publication channels,
"African Journal of Hospitality, Tourism and Leisure",Other identified publication channels,
Almatourism,Other identified publication channels,
American Journal of Tourism Management,Other identified publication channels,
American Journal of Tourism Research,Other identified publication channels,
Asia-Pacific Journal of Innovation in Hospitality and Tourism,Other identified publication channels,
Business Case Journal,Other identified publication channels,
CACTUS Tourism Journal,Other identified publication channels,
Case Research Journal,Other identified publication channels,
Cuadernos de Turismo,Other identified publication channels,
Enlightening Tourism,Other identified publication channels,
"European Journal of Tourism, Hospitality and Recreation",1,
GeoJournal of Tourism and Geosites,1,
Geoturystyka,Other identified publication channels,
International Journal for Responsible Tourism,Other identified publication channels,
International journal of event management research,1,
International Journal of Hospitality and Event Management,Other identified publication channels,
International Journal of Hospitality and Tourism,1,
International Journal of Religious Tourism and Pilgrimage,Other identified publication channels,
International Journal of Revenue Management,1,
International journal of safety and security in tourism / hospitality,1,
"International Journal of Sport Management, Recreation & Tourism",1,
International Journal of Tourism Anthropology,1,
Turizam,Other identified publication channels,
Journal of Foodservice Management and Education,1,
Journal of Hospitality Management and Tourism,Other identified publication channels,
Journal of hospitality and tourism cases,Other identified publication channels,
Journal of Hospitality and Tourism Education,1,
Journal of Hotel and Business Management,Other identified publication channels,
"Journal of International Hospitality, Leisure and Tourism Management",Other identified publication channels,
Peace tourism journal,Other identified publication channels,
Journal of Tourism Challenges and Trends,Other identified publication channels,Journal of tourism;
Journal of Tourism Insights,Other identified publication channels,
"Journal of Unconventional Parks, Tourism and Recreation Research",Other identified publication channels,
Polish Journal of Sport and Tourism,Other identified publication channels,
Progress in responsible tourism,Other identified publication channels,
Research in hospitality management,Other identified publication channels,
Revista de Turism,Other identified publication channels,
South Asian Journal of Tourism and Heritage,Other identified publication channels,
TEAM Journal of Hospitality and Tourism,Other identified publication channels,
Tourism and Management Studies,Other identified publication channels,
Via@,Other identified publication channels,
Worldwide Hospitality and Tourism Themes,1,
World Patent Information,1,
Vestnik Moskovskogo Universiteta : seria 22 : teorija perevoda,1,
International Journal of Work Innovation,1,
International Economics,1,
International Review of Economics Education,1,
IEEE Joint Intelligence and Security Informatics Conference,Other identified publication channels,
Journal of Applied Journalism and Media Studies,1,
international journal of school and educational psychology,1,
Babel A.F.I.A.L.,Other identified publication channels,
Tartu Historical Studies,Other identified publication channels,
Acta Universitatis Ouluensis B : Humaniora,Other identified publication channels,
Translation spaces,1,
Philosophy of Education,1,
Aisthesis,1,
PyNe,Other identified publication channels,
Kompjuternaja lingvistika i intellektualnye tehnologii,1,
"International Conference on Information, Intelligence, Systems and Applications",Other identified publication channels,
Smart Learning Environments,1,
Internet protocol journal,Other identified publication channels,
International review of pragmatics,1,
Journal of cognitive science,1,
Lodz papers in pragmatics,1,
Arkeologi i Norr,Other identified publication channels,
Aging and disease,1,
Advances in librarianship,1,
Fields Institute Communications,1,
Nordic tax journal,1,
Studia paedagogica,1,
European Workshop on Microelectronics Education,Other identified publication channels,
Environmental humanities,2,
Coat of arms,1,
Central Asian affairs,Other identified publication channels,
European Review of International Studies,1,
International Journal of Procedural Law,1,
Footwear science,1,
Vesuviana,1,
Global Telemedicine and eHealth Updates: Knowledge Resources,Other identified publication channels,
International IEEE/EMBS Conference on Neural Engineering,Other identified publication channels,
International journal of learner corpus research,1,
Management and organizational studies,Other identified publication channels,
International Journal of Canadian Studies,1,
Complicity,1,
Journal of Advances in Information Fusion,1,
"Regional studies, regional science",1,
Journal of Uncertainty Analysis and Applications,1,
Computational Methods in Applied Sciences,1,
Solid Mechanics and Its Applications,1,
Algal research,1,
International journal of information and decision sciences,1,
Journal of the economics of ageing,1,
International journal of process management and benchmarking,1,
International journal of rapid manufacturing,1,
"Philosophy, ethics and humanities in medicine",1,
Virtual and physical prototyping,1,
Open journal of ecology,Other identified publication channels,
Journal of organizational effectiveness,1,People and performance;
IEEE International Conference on Communication Technology,Other identified publication channels,
Dissertationes forestales,Other identified publication channels,
HAMKin e-julkaisuja,Other identified publication channels,
Turun yliopiston julkaisuja sarja D : medica-odontologica,Other identified publication channels,
American journal of engineering research,Other identified publication channels,
American journal of industrial engineering,Other identified publication channels,
Australasian medical journal,Other identified publication channels,
Stroitel´stvo unikalnyh zdanij i sooruženij,Other identified publication channels,
Egitânia Sciencia,Other identified publication channels,
European journal of physiotherapy,1,
Ikastaria,Other identified publication channels,
Il Diritto marittimo,1,
International journal of business and management studies,Other identified publication channels,
International journal of communications,Other identified publication channels,
International journal of cyber warfare and terrorism,1,
International Journal of Engineering Research and Applications,Other identified publication channels,
International Journal of Information and Education Technology,Other identified publication channels,
International Journal of Nursing Knowledge,1,
Journal advances in higher education,1,
Journal of business and economics,Other identified publication channels,
Journal of diabetes and metabolic disorders,1,
Journal of human and work management,Other identified publication channels,
Journal of Lecture Notes on Software Engineering,Other identified publication channels,
Journal of Marketing and Management,Other identified publication channels,
Revue organisations et territoires,Other identified publication channels,
Pediatric nursing,1,
REM: research on education and media,Other identified publication channels,
Civitas Hominibus,Other identified publication channels,
Tianjin journal of nursing,Other identified publication channels,
Trash culture journal,Other identified publication channels,
Turkish journal of politics,Other identified publication channels,
Urban planning and design research,1,
USA-China Business Review,Other identified publication channels,Meizhong jingji pinglun;
Wirtschaft und Management,Other identified publication channels,
"International conference on modeling, simulation and applied optimization",Other identified publication channels,
Archiving,Other identified publication channels,IS & T's Archiving Conference;
Proceedings of the Balkan Conference in Informatics,Other identified publication channels,Balkan conference in informatics;
Proceedings in Conference of Informatics and Management Sciences,Other identified publication channels,Conference of informatics and management sciences;
Proceedings in Electronic International Interdisciplinary Conference,Other identified publication channels,Electronic international interdisciplinary conference;
Global congress on intelligent systems,Other identified publication channels,
Proceedings in Global Virtual Conference,Other identified publication channels,Global virtual conference;
Virtual Conference Human and Social Sciences at the Common Conference,Other identified publication channels,Human and social sciences at the common conference;
Proceedings of the International Conference on Innovative Technologies,Other identified publication channels,International Conference on Innovative Technologies;
Science-to-business marketing conference,Other identified publication channels,
Proceedings of the UPI International Conference on technical and Vocational Education and Training,Other identified publication channels,UPI international conference on technical and vocational education and training;
Issues in informing science and information technology,Other identified publication channels,
Southwest review of international business research,Other identified publication channels,
Computational culture,1,
Communication and sport,1,
Comparative legal history,2,
Journal of comparative law,1,
Review of corporate finance studies,1,
Critical finance review,1,
Journal of behavioral and experimental finance,1,
Cogent economics and finance,1,
Economics and finance review,Other identified publication channels,
Deutschunterricht : Zeitschrift für Erziehungs- und Bildungsaufgabe des Deutschunterrichts,Other identified publication channels,
Digest of technical papers (Society for Information Display),Other identified publication channels,Society for Information Display international symposium;
IEEJ journal of industry applications,1,
International journal of emerging markets,1,
Journal of current issues and research in advertising,1,
European proceedings of social and behavioural sciences,Other identified publication channels,EpSBS;
Infrastructure asset management,1,
International journal of engineering practical research,Other identified publication channels,
"Advances in electronic government, digital divide, and regional development",Other identified publication channels,
IEEE Symposium on Technologies for Homeland Security,Other identified publication channels,
Journal of environmental chemical engineering,1,
Esperantologio,1,
Global food history,1,
"Meta : research in hermeneutics, phenomenology and practical philosophy",1,
Queen Mary Journal of Intellectual Property,1,
Energy research and social science,2,
Engineering management research,Other identified publication channels,
Philosophy pathways,Other identified publication channels,
Innovative Smart Grid Technologies,1,IEEE PES Conference on innovative smart grid technologies;
Advances in materials science and engineering,Other identified publication channels,
Journal of Pipeline Systems Engineering and Practice,1,
Itinera,1,
IEEE Embedded Systems Letters,1,
Journal of solid waste technology and management,1,
International conference nuclear energy for new Europe,Other identified publication channels,
Journal of community archaeology and heritage,1,
International Journal of COMADEM,1,
Change over time,1,
Journal of conservation and museum studies,1,
Issues in business management and economics,Other identified publication channels,
"Technology, innovation, entrepreneurship and competitive strategy",1,
Eurasian business review,1,
Eurasian economic review,1,
Suomen harjoittelukoulujen julkaisu,Other identified publication channels,
IEEE journal of biomedical and health informatics,2,
Acta crystallographica section C : structural chemistry,1,
Sukupuolentutkimus,1,Genusforskning;
International journal of serious games,1,
Zeitschrift für japanisches Recht,1,
Australian journal of Asian law,1,
Coupled systems mechanics,1,
"IEEE symposium on computational intelligence, cognitive algorithms, mind, and brain",Other identified publication channels,
ChemistryOpen,1,
International journal of music and performing arts,Other identified publication channels,
Econometrics,Other identified publication channels,
Journal of econometric methods,1,
Brazilian review of econometrics,1,
Quantitative and qualitative analysis in social sciences,1,
Global bioethics,2,
Journal of international affairs,Other identified publication channels,
Logistics research,1,
Psyecology,1,
Global business and economics research journal,Other identified publication channels,
International journal of advanced logistics,1,
International journal of energy  and environmental engineering,1,
International journal of hydrology science and technology,1,
Journal of hydrology : regional studies,1,
"Speech, language and hearing",1,
Environmental technology and innovation,1,
Journal of business models,1,
International journal of interdisciplinary educational studies,Other identified publication channels,
Serbian journal of electrical engineering,Other identified publication channels,
International journal of information and electronics engineering,Other identified publication channels,
Online journal of new horizons in education,Other identified publication channels,
World yearbook of education,1,
Nankai business review international,1,
Network Modeling Analysis in Health Informatics and Bioinformatics,1,
Human computation,1,
Stochastic systems,1,
Data envelopment analysis journal,Other identified publication channels,
International journal of modern education and computer science,Other identified publication channels,
Journal of social and political psychology,2,
Journal of groups in addiction & recovery,1,
Collingwood and British Idealism Studies,1,
Cognitive linguistic studies,1,
Cognitive semantics,1,
Advances in language and literary studies,Other identified publication channels,
Anglica,1,
Argentinian journal of applied linguistics,1,
Peterburgskij istoritsheskij zhurnal,Other identified publication channels,
Chinese language and discourse,1,
Chinese as a second language research,1,
CoDis working papers,Other identified publication channels,
Journal of contemplative inquiry,1,
Juridica,1,
Journal of engineering,1,
Chinese journal of urban and environmental studies,Other identified publication channels,
Deleuze and Guattari studies,1,
Journal of social science for policy implications,Other identified publication channels,
IEEE internet of things journal,2,
Journal of creative practices in language learning and teaching,1,
Crisolenguas,Other identified publication channels,
Critical multilingualism studies,1,
Debate terminológico,1,
Dialectologia,1,
Dialogue and discourse,1,
Diálogo de la lengua,1,
Ubiquitous learning,1,
Jazz research journal,1,
2D materials,3,
Milli mála,1,
Journal of computational geometry,1,
Scriptum,1,
Zeszyty Teoretyczne Rachunkowosci,Other identified publication channels,
Journal of information technology teaching cases,1,
IEEE transactions on cloud computing,1,
International journal of advancements in mechanical and aeronautical engineering,1,
International journal of fracture fatigue and wear,Other identified publication channels,
Nordic journal of surveying and real estate research : special series,1,
i-Perception,1,
Business systems research,Other identified publication channels,
Materials performance and characterization,1,
African Finance Journal,1,
International journal of business and finance research,Other identified publication channels,
Agricultural finance review,1,
Algorithmic finance,1,
Critical research on religion,1,
IEEE Transactions on computational imaging,2,
Ethnos-toimite,1,
AFinLA:n vuosikirja,1,AFinLA Yearbook; AFinLAn vuosikirja
Almanac : discources of ethics,1,
Transgender studies quarterly,1,
Acta universitatis ouluensis series C : technica,Other identified publication channels,
Proceedings of the American Society of International Law annual meeting,Other identified publication channels,Annual meeting of the American Society of International Law;
Journal of digital humanities,Other identified publication channels,
Kinephanos,1,
International journal for research in vocational education and training,1,
Athens journal of education,1,
Balkan journal of philosophy,1,
IEEE International Conference on Service-Oriented Computing and Applications,1,
Metal music studies,1,
ICO Iconographisk post,1,Nordic review of iconography;Nordisk tidskrift för bildtolkning;
Acta Gymnica,Other identified publication channels,
Audio engineering society conference on spatial audio,1,
AES international conference on semantic audio,1,
Agile Alliance Annual Conference,Other identified publication channels,
Annual privacy forum,1,
IEEE Conference on Norbert Wiener in the 21st Century,Other identified publication channels,
Pertubuhan Cired Malaysia Electricity Distribution Conference,Other identified publication channels,
"IFAC Workshop on Research, Education and Development of Unmanned Aerial Systems",Other identified publication channels,
European Conference on Social Media,Other identified publication channels,
European Starting AI Researcher Symposium,Other identified publication channels,
Global Sourcing Workshop,Other identified publication channels,
HCI Korea,Other identified publication channels,
IEEE Aerospace Conference,Other identified publication channels,
IEEE International Conference on Antenna Measurements and Applications,Other identified publication channels,IEEE Conference on Antenna Measurements & Applications
"IEEE International Conference on Numerical Electromagnetic Modeling and Optimization for RF, Microwave, and Terahertz Applications",Other identified publication channels,
IEEE International Conference on Opensource Systems and Technologies,Other identified publication channels,
"International Conference on Power Engineering, Energy and Electrical Drives",Other identified publication channels,"IEEE International Conference on Power Engineering, Energy and Electrical Drives;"
IEEE International Energy Conference,Other identified publication channels,
IEEE International Microwave Workshop Series on RF and Wireless Technologies for Biomedical and Healthcare Applications,Other identified publication channels,
IEEE International Symposium on Electromagnetic Compatibility,Other identified publication channels,
IEEE SOI-3D-Subthreshold Microelectronics Technology Unified Conference,Other identified publication channels,
IEEE Workshop on Developing Applications for Pervasive Display Networks,Other identified publication channels,
IEEE Workshop on Modeling and Simulation of Cyber-Physical Energy Systems,Other identified publication channels,
IEEE World Congress on Services,1,
IEICE technical report,Other identified publication channels,IEICE Technical Committee on Radio Communications System Conference;
Computer Science Research Notes,Other identified publication channels,"International Conference in Central Europe on Computer Graphics, Visualization and Computer Vision;"
International Conference on Active Media Technology,Other identified publication channels,
International conference on advanced ICT for education,1,
International Conference on Cloud Security Management,Other identified publication channels,
International Conference on Computational Science and Computational Intelligence,Other identified publication channels,
"International Conference on Computer Science, Applied Mathematics, and Applications",Other identified publication channels,
"International Conference on Computer, Control, Informatics and Its Application",Other identified publication channels,
International Conference on Electronics Packaging,Other identified publication channels,
International Conference on Enterprise Systems,Other identified publication channels,
International conference on high voltage engineering and application,1,
International Conference on ICT Convergence,Other identified publication channels,
"International Conference on ICT in Education, Research, and Industrial Applications",Other identified publication channels,
International Conference on Informatics in School,Other identified publication channels,
International Conference on Information and Communications Technologies,Other identified publication channels,
International Conference on Information and Software Technologies,Other identified publication channels,
International Conference on Information Visualization Theory and Applications,1,
International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,Other identified publication channels,
International conference on intelligent decision technologies,1,
International Conference on Lead-Acid Batteries,Other identified publication channels,
International Conference on Mobile Computing and Ubiquitous Networking,Other identified publication channels,
"International Conference on Mobile Services, Resources, and Users",Other identified publication channels,
International Conference on Networks,Other identified publication channels,
International Conference on Remote Engineering and Virtual Instrumentation,Other identified publication channels,
"International Conference on Robotics, Biomimetics & Intelligent Computational Systems",Other identified publication channels,
International Conference on Social Computing and Social Media,Other identified publication channels,
International Conference on The Human Side of Service Engineering,Other identified publication channels,
International Conference on Ubiquitous and Future Networks,Other identified publication channels,
"International Conference on Virtual, Augmented and Mixed Reality",Other identified publication channels,
International Congress of Metrology,Other identified publication channels,
Proceedings of the International Conference of DAAAM Baltic,Other identified publication channels,Danube adria association for automation & manufacturing Baltic Conference Industrial Engineerings;
International Joint Conference on Awareness Science and Technology and Ubi-Media Computing,Other identified publication channels,
Conference proceedings IPEC,Other identified publication channels,International Power Electronics Conference;
International science and technology conference : modern networking technologies,Other identified publication channels,
International Scientific Conference on Power and Electrical Engineering of Riga Technical University,Other identified publication channels,
International Scientific-Practical Conference Problems of Infocommunications Science and Technology,Other identified publication channels,
International Telecommunications Network Strategy and Planning Symposium,Other identified publication channels,
International Workshop on Biometrics,Other identified publication channels,
International Workshop on Communication Technologies for Vehicles,Other identified publication channels,
International Workshop on Mining Urban Data,Other identified publication channels,
International Workshop on Radiation imaging detectors,Other identified publication channels,
International Workshop on Selected Topics in Mobile and Wireless Computing,Other identified publication channels,
International Workshop on Semantic Evaluation,Other identified publication channels,
Kuwait Conference on e-Services and e-Systems,Other identified publication channels,
Proceedings of meetings on acoustics,Other identified publication channels,Meeting of the acoustical society of America
Memristor and Memristive Systems Symposium,Other identified publication channels,
National conference on information assurance,Other identified publication channels,
Pan Pacific Microelectronics Symposium,Other identified publication channels,
Panhellenic Conference on Informatics,Other identified publication channels,
Solomonoff Memorial Conference,Other identified publication channels,
RCRA International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion,Other identified publication channels,
Proceedings in International Virtual Research Conference in Technical Disciplines,Other identified publication channels,International Virtual Research Conference in Technical Disciplines;
Workshop on Field-Coupled Nanocomputing,Other identified publication channels,
Workshop on Geographic Information Observatories,Other identified publication channels,
World Congress on Internet Security,Other identified publication channels,
InterDisciplines,1,
European medical journal urology,Other identified publication channels,
ICST Transactions on Ambient Systems,Other identified publication channels,
Royal Society open science,1,
Revista virtual REDESMA,Other identified publication channels,
Quest : issues in contemporary Jewish history,1,
Guójì hànxué lùncóng,Other identified publication channels,International papers on sinology;
Geothermal energy,1,
Tire science and technology,1,
Therapeutic hypothermia and temperature management,1,
Movement ecology,1,
International journal of gastronomy and food science,1,
Open journal of information systems,1,
Waterlines,1,
Natural resources,Other identified publication channels,
Journal of Second Language Pronunciation,1,
European Journal of Applied Linguistics,1,
Chronica Mundi,1,
Rassegna Storica Toscana,Other identified publication channels,
Altreitalie,1,Rivista internazionale di studi sulle migrazioni italiane nel mondo;
Journal of archaeological science : reports,1,
American Accounting Association Auditing Section Midyear Meeting,Other identified publication channels,
EIASM workshop on audit quality,Other identified publication channels,
International human rights law review,1,
IMA Fungus,1,
C21,1,
Disputatio philosophica,1,
Body Sensor Networks Conference,Other identified publication channels,
Humanities,Other identified publication channels,
Investigative interviewing : research and practice,1,
International conference on learning representations,1,
Journal of Earth Science and Engineering,Other identified publication channels,
Frontiers in ecology and evolution,1,
Iowa journal of communication,1,
International Journal of Mechanical Engineering and Applications,Other identified publication channels,
Open Theology,1,
Photonics,Other identified publication channels,
Journal of causal inference,1,
Joutsen,1,Kotimaisen kirjallisuudentutkimuksen vuosikirja;
International Journal of Pedagogy and Curriculum,Other identified publication channels,
International Journal of Assessment and Evaluation,Other identified publication channels,
International Journal of Literacies,Other identified publication channels,
"International Journal of Adult, Community and Professional Learning",Other identified publication channels,
International Journal of Early Childhood Learning,Other identified publication channels,
International Journal of Learning in Higher Education,Other identified publication channels,
International Journal of Learner Diversity and Identities,Other identified publication channels,
International Journal of Technologies in Learning,Other identified publication channels,
Europa Regional,1,
Rättshistoriska studier,Other identified publication channels,
Journal of Ancient History,1,
Mobile Genetic Elements,1,
Wireless Innovation Forum European Conference on Communications Technologies and Software Defined Radio,Other identified publication channels,
ACM Transactions on Computation Theory,1,
International Journal of Play Therapy,1,
The Extractive Industries and Society,2,
Journal of Migration History,1,
Modern stochastics : theory and applications,1,
Journal of Problem Based Learning in Higher Education,1,
Opus et Educatio,Other identified publication channels,
Notices of the American Mathematical Society,Other identified publication channels,
Historical Encounters,2,
Zoological Systematics,Other identified publication channels,Dongwu fenlei xuebao;
Beiträge zur Popularmusikforschung,1,
Histos,1,
Nordic Journal of Educational History,1,
Patient Safety in Surgery,1,
PeerJ Computer Science,1,
UC Irvine Law Review,Other identified publication channels,
Business excellence,Other identified publication channels,Poslovna izvrsnost;
Tržište,Other identified publication channels,Market;
Journal of information and organizational sciences,Other identified publication channels,
"Ekonomski Vjesnik / Econviews : Review of Contemporary Entrepreneurship, Business, and Economic Issues",Other identified publication channels,"Econviews : review of contemporary entrepreneurship, business, and economic issues;"
Fascism. Journal of comparative fascism studies,1,Journal of comparative fascism studies;
International Journal of Public Leadership,1,
Journal of Organizational Ethnography,1,
Annals in social responsibility,1,
"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",1,
Global Ecology and Conservation,1,
European Journal of Workplace Innovation,1,
International journal of water governance,1,
Augmented Human Research,1,
Journal of Social Ontology,2,
Studies in Social and Political Thought,Other identified publication channels,
International Conference on Global Health Challenges,Other identified publication channels,
Public Reason,1,
Check List,1,
Res Militaris,Other identified publication channels,European Journal of Military Studies;
İstanbul Üniversitesi sosyoloji dergisi,Other identified publication channels,Turkish journal of sociology
Kunst und Politik,1,
Conservation Evidence,1,
IEEE International Enterprise Distributed Object Computing Conference Workshops,Other identified publication channels,
"International Conference on Logic, Rationality and Interaction",Other identified publication channels,
Transactions of S.H.A.S.E.,Other identified publication channels,
The open fish science journal,Other identified publication channels,
Frontiers in endocrinology,Other identified publication channels,
Frontiers in cell and developmental biology,Other identified publication channels,
Fafnir,2,Fafnir – Nordic Journal of Science Fiction and Fantasy Research
Expert opinion on environmental biology,Other identified publication channels,
European journal of curriculum studies,1,
Parallèles,1,
Empirical research in vocational education and training,1,
Electronic Journal of Polish Agricultural Universities,Other identified publication channels,
Eesti Haridusteaduste Ajakiri,1,
Vestnik Novosibirskogo gosudarstvennogo pedagogi?eskogo universiteta,Other identified publication channels,
Motivational interviewing,1,
Cogent education,1,
Materials research letters,1,
Malta Medical Journal,Other identified publication channels,
EPJ Applied Metamaterials,Other identified publication channels,
Cardiogenetics,Other identified publication channels,
Lex Electronica,Other identified publication channels,
Labirint,Other identified publication channels,
Belas Infiéis,Other identified publication channels,
Konkurentnoe pravo,Other identified publication channels,
Vulnerable groups and inclusion,1,
World journal of cardiology,Other identified publication channels,
Journal of occupational medicine and toxicology,1,
Kaskal,Other identified publication channels,
Arabian humanities,Other identified publication channels,
University of Warsaw Journal of Comparative Law,Other identified publication channels,
Applications in plant sciences,1,
Taiwan journal of democracy,Other identified publication channels,
Zhongyang Yinyue Xueyuan xuebao,Other identified publication channels,Journal of the Central Conservatory of Music;
Revue d´études françaises,Other identified publication channels,
Frontiers in marine science,Other identified publication channels,
Osmanl? ara?t?rmalar?,Other identified publication channels,Journal of Ottoman Studies;
Al-Ḥaṣad al tarbaw-̦i - Kuliyaẗ al-Muaʼalimin,Other identified publication channels,
Journal of Narrative Politics,1,
The anthropocene review,1,
Journal of Information Policy,1,
Journal of Hygienic Engineering and Design,Other identified publication channels,
Journal of European Competition Law and Practice,2,Journal of European Competition Law & Practice
Jadavpur University Journal of Sociology,Other identified publication channels,
SPELL : Swiss papers in English language and literature,1,
19 : Interdisciplinary Studies in the Long Nineteenth Century,1,
Vestnik Čerepoveckogo gosudarstvennogo universiteta,Other identified publication channels,
International journal of development and sustainability,Other identified publication channels,
Journal of behavioral and social sciences,Other identified publication channels,
Internetowy Kwartalnik Antymonopolowy i Regulacyjny,Other identified publication channels,
International journal of web and semantic technology,Other identified publication channels,
International Journal of Research in Education Methodology,Other identified publication channels,
Sudan journal of agricultural research,Other identified publication channels,
International Journal of Online Dispute Resolution,Other identified publication channels,
Studia Metrica et Poetica,1,
International journal of human rights and constitutional studies,Other identified publication channels,
International journal of gynecological and obstetrical research,Other identified publication channels,
International Journal of Educational Psychology,1,
Zhexue fenxi,Other identified publication channels,Philosophical Analysis;
Folklore,2,
Social sciences,Other identified publication channels,
Anthropológica del Departamento de ciencias sociales,1,
Philosophia,1,
Technology and disability,1,
Operational research,1,
"Accounting, Economics, and Law",1,
Acta politica,Other identified publication channels,
Acta Universitatis Lodziensis : Folia Oeconomica,Other identified publication channels,
Acta Universitatis Matthiae Belii : séria environmentálne manažérstvo,Other identified publication channels,
Adabiyyat-i tabiqi,Other identified publication channels,Journal of compatarive literature;
Advances and applications in discrete mathematics,Other identified publication channels,
Advances in experimental medicine and biology,1,
Advances in pure and applied mathematics,1,
Advances in social sciences research journal,Other identified publication channels,
African journal of legal studies,1,
"Agriculture, forestry and fisheries",Other identified publication channels,
Agroecology and sustainable food systems,1,
Ain Shams engineering journal,Other identified publication channels,
Akademik Acil T?p Dergisi,Other identified publication channels,
Akademik gastroenteroloji,Other identified publication channels,
"Al-madar journal of communications, information technologies and applications",Other identified publication channels,
Art + Media,Other identified publication channels,
American journal of nuclear medicine and molecular imaging,1,
American journal of plant sciences,Other identified publication channels,
Analele Universitatii Bucuresti : matematica-informatica,Other identified publication channels,
Anales de veterinaria de Murcia,Other identified publication channels,
Analysis in Theory and Applications,1,
Andragoški glasnik,Other identified publication channels,
Annales scientia politica,Other identified publication channels,
Annales Universitatis Apulensis : seria philologica,1,
Annals of clinical and translational neurology,1,
Annals of environmental science,Other identified publication channels,
Annals of Medical and Health Sciences Research,Other identified publication channels,
Antropologiceskij forum,2,
AoB plants,1,
Applied computing and informatics,Other identified publication channels,
Aquatic biology research,Other identified publication channels,
Arktika XXI vek : gumanitarnye nauki,Other identified publication channels,
Arte veneta,Other identified publication channels,
Arthritis and rheumatology,3,
Arthroscopy techniques,1,
Artifact,1,
Asian journal of environment and disaster management,1,
Asian journal of epidemiology,Other identified publication channels,
Asia-Pacific Forum on Science Learning and Teaching,1,
Asia-Pacific journal of management research and innovation,Other identified publication channels,
Aslib journal of information management,1,
Atmospheric pollution research,1,
B en M,Other identified publication channels,
Baltic journal of health and physical activity,Other identified publication channels,
Banko janakari,Other identified publication channels,
Beijing law review,Other identified publication channels,
Belvedere meridionale,Other identified publication channels,
Bezpieczny Bank,Other identified publication channels,
Bioactive carbohydrates and dietary fibre,1,
Biodiversity informatics,1,
Biological theory,1,
Biologics,1,
Biomaterials science,1,
British wildlife,Other identified publication channels,
Bulletin of mathematical sciences,1,
Burnout research,1,
Cahiers de la recherche sur l´éducation et les savoirs,1,
Cancer nursing practice,Other identified publication channels,
Case reports in nephrology and dialysis,Other identified publication channels,
Catwalk,Other identified publication channels,
Celovek i obrazovanie,Other identified publication channels,
Central European Journal of Nursing and Midwifery,1,
China-EU law journal,1,
"Clinical medicine insights : ear, nose and throat",Other identified publication channels,
Cogent engineering,1,
